şikayet_metni,kategori
"Park girişindeki zemin bozuk, düşme tehlikesi var.","park bahçe"
"Parkta sürekli çöp birikiyor, temizlik yetersiz.","park bahçe"
"Oturma grupları sabitlenmemiş, sallanıyor.","park bahçe"
"Yürüyüş yolunda taşlar eksik, tehlikeli.","park bahçe"
"Egzersiz aletleri eksik, tam set yok.","park bahçe"
"Köpek dışkıları temizlenmiyor.","park bahçe"
"Güvenlik kamera sistemi kurulmalı.","park bahçe"
"Salıncaklar çok yüksek, küçük çocuklar için uygun değil.","park bahçe"
"Park içi yönlendirme levhaları eksik.","park bahçe"
"Bankların altı çamur, oturulamıyor.","park bahçe"
"Yeşil alanların sulaması düzensiz.","park bahçe"
"Parktaki çeşmeden su akmıyor.","park bahçe"
"Parkta güvenlik görevlisi yok.","park bahçe"
"Çocuk parkının etrafında çit olmalı.","park bahçe"
"Park gece çok karanlık, aydınlatma yetersiz.","park bahçe"
"Otlar çok uzamış, biçilmesi gerekiyor.","park bahçe"
"Oyun parkı çok eski, yenilenmeli.","park bahçe"
"Yürüyüş yoluna taş dökülmeli.","park bahçe"
"Spor alanında minder eksik.","park bahçe"
"Çiçeklerin bakımı yapılmıyor.","park bahçe"
"Park zemini çamurlu, yürümek zor.","park bahçe"
"Banklar konforsuz, uzun süre oturulamıyor.","park bahçe"
"Yürüyüş yolu genişletilmeli.","park bahçe"
"Köpek gezdirme alanı yapılmalı.","park bahçe"
"Çocuk parkı aşırı güneş alıyor, gölgelik yok.","park bahçe"
"Koşu pisti çok dar, rahat koşulamıyor.","park bahçe"
"Parkta kaldırım eksik.","park bahçe"
"Bisiklet park yeri yapılmalı.","park bahçe"
"Parkta güvenlik zafiyeti var.","park bahçe"
"Parkta oyun alanı zemini çatlamış.","park bahçe"
"Basketbol sahasında aydınlatma yok.","park bahçe"
"Çöp kovaları çok eski, değiştirilmeli.","park bahçe"
"Sinek ilacı sıkılmalı.","park bahçe"
"Çocuk alanı çok kirli, temizlenmiyor.","park bahçe"
"Parktaki ışıklar yanmıyor.","park bahçe"
"Parkta kedi evleri eksik.","park bahçe"
"Kameralar çalışmıyor.","park bahçe"
"Yürüyüş yolunda çukur var, düşme tehlikesi.","park bahçe"
"Oturma alanları gölgede değil.","park bahçe"
"Salıncakların zinciri paslanmış.","park bahçe"
"Köpek sulukları konmalı.","park bahçe"
"Parkın zemini kaygan, düşenler oluyor.","park bahçe"
"Bankların bazıları yerinden oynamış.","park bahçe"
"Park çevresinde ağaçlandırma yapılmalı.","park bahçe"
"Çocuk oyun alanı yetersiz.","park bahçe"
"Çimlere basılmaması için uyarı levhası olmalı.","park bahçe"
"Yürüyüş yolu gece aydınlatılmalı.","park bahçe"
"Park girişinde güvenlik görevlisi bulunmalı.","park bahçe"
"Otlar yol kenarını kapatmış.","park bahçe"
"Küçük çocuklar için ayrı oyun alanı olmalı.","park bahçe"
"Spor aletlerinin altı yumuşak zeminle kaplanmalı.","park bahçe"
"Oturma gruplarının altına taş döşenmeli.","park bahçe"
"Park çok kalabalık, yeni alanlar yapılmalı.","park bahçe"
"Parkın giriş kapısı kırık.","park bahçe"
"Yürüyüş yolu düzgün değil.","park bahçe"
"Park içi aydınlatmalar çalışmıyor.","park bahçe"
"Basket sahasında zemin kaygan.","park bahçe"
"Çocuk parkı çok eski model.","park bahçe"
"Oturma alanlarının yanına çöp kutusu eklenmeli.","park bahçe"
"Parkta lavabolar bakımsız.","park bahçe"
"Engelli bireyler için uygun değil.","park bahçe"
"Parkta çeşme yetersiz.","park bahçe"
"Köpekler için ayrı alan olmalı.","park bahçe"
"Park çevresi çöplük gibi olmuş.","park bahçe"
"Koşu yolunda yönlendirme yok.","park bahçe"
"Parkın genel temizliği kötü.","park bahçe"
"Parkta otobüs durağı yok.","park bahçe"
"Çocuklar için güvenlik ağları yapılmalı.","park bahçe"
"Çimen alanı düzenli biçilmemiş.","park bahçe"
"Park içinde bisiklet sürülemiyor.","park bahçe"
"Parkta tehlikeli çıkıntılar var.","park bahçe"
"Çöp konteynerleri yerleştirilmeli.","park bahçe"
"Parktaki yer döşemeleri kırık.","park bahçe"
"Çiçekler kurumuş.","park bahçe"
"Parkta sivrisinek çok.","park bahçe"
"Parktaki banklar kırık, oturacak yer kalmadı.","park bahçe"
"Çimler biçilmedi, otlar diz boyunu geçti.","park bahçe"
"Ağaç dalları yola sarkıyor, araç geçişini engelliyor.","park bahçe"
"Çocuk parkı kum havuzunda cam parçaları var.","park bahçe"
"Spor aletleri paslanmış, kullanmak tehlikeli.","park bahçe"
"Çiçekler solmuş, haftalardır sulanmamış.","park bahçe"
"Yürüyüş yolu çökmüş, düşme tehlikesi var.","park bahçe"
"Kuruyan ağaç dalları budanmamış, düşme riski var.","park bahçe"
"Park girişindeki bilgilendirme tabelası yıpranmış, okunmuyor.","park bahçe"
"Bebek arabasıyla gezinen anneler için oturma bankı yok.","park bahçe"
"Çim sahasında derin çukur var, çocuklar düşebilir.","park bahçe"
"Yağmur sonrası patikalarda çamur birikintileri oluştu.","park bahçe"
"Gece aydınlatma lambalarının yarısı çalışmıyor.","park bahçe"
"Çiçekliklerdeki otomatik sulama sistemi bozulmuş.","park bahçe"
"Park içindeki otopark çizgileri silinmiş, karmaşa yaşanıyor.","park bahçe"
"Çocuk oyun alanı çevresinde çöp kovası eksik.","park bahçe"
"Bankların ahşap kısımları çürümüş, kullanılamaz halde.","park bahçe"
"Engelli rampası çok dik, tekerlekli sandalye çıkamıyor.","park bahçe"
"Parkın arka kısmında güvenlik kamerası yok, hırsızlık artıyor.","park bahçe"
"Fitness aletlerinin vidaları gevşemiş, kullanım riskli.","park bahçe"
"Çocuk kaydırağının merdiven basamağı kırık.","park bahçe"
"Piknik masalarının üstü yosun tutmuş, temizlenmemiş.","park bahçe"
"Tahterevallinin menteşesi sık sık çıkıyor, çocuklar düşüyor.","park bahçe"
"Yürüyüş yolundaki kaldırım taşları yerinden oynamış.","park bahçe"
"Kuş yemlikleri boş, kışın kuşlar aç kalıyor.","park bahçe"
"Parktaki su çeşmesi bozuk, susuz kalan çocuklar ağlıyor.","park bahçe"
"Çocuk oyun alanındaki kauçuk zemin delinmiş.","park bahçe"
"Satranç masalarının taşları kaybolmuş, oynanamıyor.","park bahçe"
"Büyük çınar ağacının dibinde mantar oluşmuş, hastalık riski var.","park bahçe"
"Park girişindeki engelli park yeri özel araçlarca işgal ediliyor.","park bahçe"
"Çocuk salıncağının zinciri paslanmış, gıcırtı rahatsız ediyor.","park bahçe"
"Yürüyüş parkurundaki mesafe tabelası yanlış bilgi veriyor.","park bahçe"
"Çiçek tarhlarındaki bitkilerin yarısı kurumuş, değiştirilmiyor.","park bahçe"
"Parktaki aydınlatma direklerinin boyası dökülmüş.","park bahçe"
"Su birikintilerinde sivrisinek ürüyor, sağlık riski oluşuyor.","park bahçe"
"Basketbol sahasının pota filesi yırtılmış.","park bahçe"
"Köpek gezdirme alanındaki çöp poşeti dispanseri boş.","park bahçe"
"Parktaki tarihi çeşmenin musluğundan su akmıyor.","park bahçe"
"Çocuk oyun alanı etrafındaki çitler paslanmış.","park bahçe"
"Yürüyüş yolundaki bankların konumu gölgesiz, yazın oturulamıyor.","park bahçe"
"Futbol sahasının çimleri yer yer ölmüş, top zıplamıyor.","park bahçe"
"Parktaki ağaçların altına dökülen yapraklar temizlenmuyor.","park bahçe"
"Oyun parkındaki dönme dolabın koltuğu kırık.","park bahçe"
"Tırmanma duvarının tutamakları düşmüş, çocuklar düşebilir.","park bahçe"
"Park içindeki tuvalet kapalı, çocuklar zor durumda kalıyor.","park bahçe"
"Piknik alanındaki mangal yeri külleriyle dolu, temizlenmemiş.","park bahçe"
"Koşu parkurundaki mesafe ölçer cihaz bozuk.","park bahçe"
"Çocuk oyun treninin vagonları grafitiyle kaplanmış.","park bahçe"
"Park girişindeki bisiklet park yeri yetersiz, bisikletler ağaçlara bağlanıyor.","park bahçe"
"Büyük kaydırağın iniş kısmı çatlamış, kullanımı tehlikeli.","park bahçe"
"Parktaki gül bahçesi bakımsız, yabani otlar bürümüş.","park bahçe"
"Trafik eğitim parkındaki işaretler silinmiş.","park bahçe"
"Su oyunları alanındaki fıskiyeler çalışmıyor, çocuklar üzülüyor.","park bahçe"
"Yürüyüş yolundaki aydınlatma armatürleri kırık.","park bahçe"
"Parktaki kuş yuvaları boş, bakım yapılmamış.","park bahçe"
"Engelli çocuklar için özel tasarlanmış oyun grubu yok.","park bahçe"
"Parktaki gölgelikler yetersiz, yazın gölgede oturacak yer yok.","park bahçe"
"Tırmanma ipleri kopmuş, çocuklar oynayamıyor.","park bahçe"
"Park içindeki kafe binası harap durumda, tadilat yapılmıyor.","park bahçe"
"Çocuk oyun alanındaki kum havuzuna köpekler giriyor.","park bahçe"
"Yürüyüş parkurundaki egzersiz istasyonlarının talimatları silinmiş.","park bahçe"
"Parktaki heykellerin üstü kuş pislikleriyle kaplı.","park bahçe"
"Bisiklet yolundaki hız kesici kasisler aşınmış.","park bahçe"
"Piknik masalarının etrafındaki çöp kutuları taşmış.","park bahçe"
"Parktaki ağaçlık alanda kene riski var, ilaçlama yapılmamış.","park bahçe"
"Çocuk oyun alanındaki yüz boyama atölyesi bozuk.","park bahçe"
"Fitness alanındaki ağırlık istasyonu sökülmüş, alet yok.","park bahçe"
"Mahallemizde başıboş köpekler insanlara saldırıyor.","hayvan"
"Gece geç saatlerde köpek havlamaları uykumuzu bölüyor.","hayvan"
"Parkta sahipsiz köpekler çocuklara zarar verebilir.","hayvan"
"Sokakta sürekli kedilere kötü davranan bir kişi var.","hayvan"
"Bir apartman sakini evinde çok sayıda kedi besliyor, rahatsız oluyoruz.","hayvan"
"Sokaktaki köpekler araçların önüne çıkıyor, kazaya sebep olabilir.","hayvan"
"Yaralı bir köpek günlerdir aynı yerde yatıyor, kimse ilgilenmedi.","hayvan"
"Hayvanlara düzenli mama ve su bırakılmıyor.","hayvan"
"Barınaktaki hayvanların durumu kötü, denetlenmesini istiyoruz.","hayvan"
"Çöp konteynerlerinin yanında aç kalan hayvanlar toplanıyor.","hayvan"
"Mahallede hayvanlara zarar veren biri var, cezalandırılsın.","hayvan"
"Başıboş köpekler okul çevresinde öğrencileri korkutuyor.","hayvan"
"Kedi ve köpeklerin aşılanmadığını düşünüyoruz.","hayvan"
"Bir komşu sürekli hayvanları besleyip çevreyi kirletiyor.","hayvan"
"Hayvanlar için su kabı konulmayan yerler var.","hayvan"
"Köpek saldırısı sonucu bisiklet kazası geçirdim.","hayvan"
"Veteriner hizmetlerine ulaşmak çok zor.","hayvan"
"Hayvanlara eziyet eden kişi sosyal medyada ifşa edildi.","hayvan"
"Gece hayvanların sesi çok rahatsız edici boyutlarda.","hayvan"
"Sahipsiz hayvanlar belediye tarafından toplanmıyor.","hayvan"
"Yaralı bir kediyi kimse tedavi etmiyor.","hayvan"
"Hayvanların kontrolsüzce çoğalması sorun yaratıyor.","hayvan"
"Köpek dışkıları kaldırımlarda bırakılıyor.","hayvan"
"Parkta hayvan pisliği temizlenmiyor.","hayvan"
"Bir hayvan kaç gündür ağlıyor, ilgilenilmiyor.","hayvan"
"Hayvanlara karşı bilinçsiz davranışlar sergileniyor.","hayvan"
"Hayvanlara zehirli yiyecek bırakılmış.","hayvan"
"Mahallemizde kediler sürekli kayboluyor.","hayvan"
"Sokakta hasta bir hayvan var, müdahale edilmiyor.","hayvan"
"Hayvanlar için gölgelik alanlar yetersiz.","hayvan"
"Barınaklarda hijyen koşulları yetersiz.","hayvan"
"Hayvanlar arasında hastalık yayılıyor.","hayvan"
"Hayvanların bakımını yapacak ekip bulunmuyor.","hayvan"
"Köpekler birbirine saldırıyor, tehlikeli bir ortam var.","hayvan"
"Hayvan besleme alanlarının sayısı artırılmalı.","hayvan"
"Kedi evleri yeterli değil.","hayvan"
"Hayvanseverler desteklenmiyor.","hayvan"
"Birisi hayvanlara taş atıyor, defalarca söyledik.","hayvan"
"Köpeklerin tasmasız gezdirilmesi tehlike yaratıyor.","hayvan"
"Köpek eğitim alanı yok, sokaklar kullanılmakta.","hayvan"
"Hayvanlar içecek su bulamıyor.","hayvan"
"Sokak hayvanları için kış aylarında çözüm sunulmuyor.","hayvan"
"Hayvanlar için yaz aylarında gölgelik alan sağlanmalı.","hayvan"
"Mahallede sürekli köpek kavgaları oluyor.","hayvan"
"Hayvanların davranışları agresifleşti, sebebi araştırılmalı.","hayvan"
"Hayvanları uyutma haberleri endişe verici.","hayvan"
"Hayvanlara karşı nefret söylemleri artıyor.","hayvan"
"Bir sokak köpeği yavrulamış, destek bekliyoruz.","hayvan"
"Hayvan popülasyonu kontrol altına alınmalı.","hayvan"
"Hayvanseverlerle belediye arasında iletişim eksikliği var.","hayvan"
"Sokak kedileri araç motorlarına giriyor, zarar görüyor.","hayvan"
"Sahipsiz köpekler gruplar halinde dolaşıyor.","hayvan"
"Kedi evi isteyen dilekçemiz yanıtsız kaldı.","hayvan"
"Hayvan toplama sırasında sert müdahaleler oluyor.","hayvan"
"Sokak hayvanlarına çip takılması gecikiyor.","hayvan"
"Hayvan ambulansı hizmeti yetersiz.","hayvan"
"Belediye hayvan maması desteğini kesti.","hayvan"
"Hayvan severler gönüllü çalışmak istiyor ama destek yok.","hayvan"
"Çocuklar hayvan korkusuyla sokağa çıkamıyor.","hayvan"
"Hayvanlar için barınak yeri uygun değil.","hayvan"
"Hayvanseverlerin mama dağıtımı engelleniyor.","hayvan"
"Mahallede hayvan zehirlenmeleri arttı.","hayvan"
"Hayvanlara karşı kötü muamele var, şikayetçiyiz.","hayvan"
"Hayvanların oyun alanı yok.","hayvan"
"Bir köpeğe araba çarptı, kimse ilgilenmedi.","hayvan"
"Kediler çatılarda mahsur kalıyor.","hayvan"
"Hayvanlara yönelik denetim yapılmıyor.","hayvan"
"Köpekler yoldan geçen araçlara saldırıyor.","hayvan"
"Kedi evi kırılmış, yenilenmeli.","hayvan"
"Hayvanlar için sağlık taraması yapılmalı.","hayvan"
"Hayvan ambulansı çağırdık ama gelmedi.","hayvan"
"Köpek kavgaları sırasında çevre zarar görüyor.","hayvan"
"Kediler gece sürekli bağırıyor.","hayvan"
"Hayvan haklarına saygı gösterilmiyor.","hayvan"
"Barınaklardaki hayvanlar psikolojik olarak kötü durumda.","hayvan"
"Mahallemize hayvanlar için mama otomatı konulsun.","hayvan"
"Hayvan sahiplendirme etkinliği yapılmasını istiyoruz.","hayvan"
"Bir komşu kedi yavrularını çöpe attı.","hayvan"
"Sokak hayvanları çocuk parkına giriyor, korkuluyor.","hayvan"
"Kedi tırmalaması sonrası sağlık desteği alamadık.","hayvan"
"Kedi popülasyonu kontrolsüzce artıyor.","hayvan"
"Hayvanlara şiddet uygulayan kişiye ceza kesilmedi.","hayvan"
"Kedi-köpek kavgaları artmaya başladı.","hayvan"
"Hayvan dostu park talep ediyoruz.","hayvan"
"Mahallede kuş kafesleri zarar görüyor.","hayvan"
"Yavru köpekler sürekli ağlıyor, bakımsız.","hayvan"
"Hayvanlar için bayat mama dağıtılıyor.","hayvan"
"Köpek barınaklarında kapasite yetersiz.","hayvan"
"Hayvan hakları konusunda bilinçlendirme yapılmıyor.","hayvan"
"Kedi evleri tahrip ediliyor.","hayvan"
"Hayvanlara aşı yapılmıyor, salgın olabilir.","hayvan"
"Köpeklerin saldırgan davranışları var.","hayvan"
"Hayvanların yaşam alanları gasp ediliyor.","hayvan"
"Hayvanlara refakat edecek ekipman eksik.","hayvan"
"Köpeklerin aşıları güncel değil, risk oluşturuyor.","hayvan"
"Hayvanlar için acil müdahale ekibi yetersiz.","hayvan"
"Sokak hayvanlarının kısırlaştırılması yapılmıyor.","hayvan"
"Hayvanlar için yeterli sayıda veteriner yok.","hayvan"
"Hayvanların beslenme saatleri düzensiz.","hayvan"
"Köpeklerin dışkıları toplanmıyor, koku yapıyor.","hayvan"
"Kedi evlerinin temizliği yapılmıyor.","hayvan"
"Hayvanlar için ilaç desteği sağlanmıyor.","hayvan"
"Sokak hayvanlarına yönelik şiddet artıyor.","hayvan"
"Hayvanlar için su kapları kırık, değiştirilmiyor.","hayvan"
"Köpeklerin tasma takma zorunluluğu uygulanmıyor.","hayvan"
"Sokak hayvanları için acil yardım hattı çalışmıyor.","hayvan"
"Hayvanlar için yeterli sayıda gönüllü bulunmuyor.","hayvan"
"Köpeklerin gece gezdirilmesi rahatsız ediyor.","hayvan"
"Hayvanlar için yeterli sayıda barınak yok.","hayvan"
"Köpeklerin tasmasız dolaşması tehlikeli.","hayvan"
"Hayvanlar için yeterli sayıda aşı yok.","hayvan"
"Sokakta yeni doğmuş yavru kediler var, kimse ilgilenmiyor.",hayvan
"Bir köpek günlerdir aynı köşede duruyor, hasta olabilir.",hayvan
Mahallemizde çok fazla sahipsiz kedi var.,hayvan
Geceleri köpek havlaması uykumuzu bölüyor.,hayvan
"Bahçeye sürekli kediler giriyor, çocuklar korkuyor.",hayvan
Yaralı bir kuşu belediye ekipleri almaya gelmedi.,hayvan
Sokakta aç kalan hayvanlar çöp karıştırıyor.,hayvan
Komşunun köpeği sürekli havlayarak rahatsızlık veriyor.,hayvan
Yolda yatan köpeğe neredeyse araba çarpıyordu.,hayvan
Kedi dışkısı kaldırımda kötü koku yapıyor.,hayvan
"Hayvan barınağı çok uzak, ulaşmak zor.",hayvan
Bir kedi ağacın tepesinde mahsur kaldı.,hayvan
Köpeklerin saldırgan davranışları çocukları korkutuyor.,hayvan
Parkta çok fazla başıboş köpek dolaşıyor.,hayvan
Evimizin önüne kedi bırakıp gidiyorlar.,hayvan
Yavru bir köpek çöplükte tek başına dolaşıyor.,hayvan
"Sahipsiz köpek okul önünde bekliyor, tehlike oluşturuyor.",hayvan
"Kediler çöp kutularını karıştırıyor, etrafa pislik saçılıyor.",hayvan
"Komşu hayvanlara kötü davranıyor, şikayet edilmesi gerek.",hayvan
"Kediler sürekli arabaların üzerine çıkıyor, araçlar çiziliyor.",hayvan
Yaralı köpeğe saatlerdir müdahale edilmedi.,hayvan
Hayvan ambulansı çağırdık ama gelmedi.,hayvan
Dükkan önünde sürekli sahipsiz kedi yatıyor.,hayvan
Sürüler halinde gezen köpekler çok korkutucu.,hayvan
Gece sahipsiz hayvanlar çöpleri dağıtıyor.,hayvan
Bir köpek mahalle sakinlerine havlıyor.,hayvan
Parkta hayvanlar için su kabı eksik.,hayvan
Mahallede kuşlara zarar veren kişiler var.,hayvan
Sahipsiz hayvanlar araç trafiğini tehlikeye sokuyor.,hayvan
Hayvanlar için besleme noktaları yetersiz.,hayvan
Küçük bir köpek apartmana sığınmış durumda.,hayvan
Kedi yüzünden pencereleri açamıyoruz.,hayvan
Kediler çamaşırları kirletiyor.,hayvan
Belediye hayvanları alıp başka yere bırakıyor.,hayvan
Sakat bir kedi günlerdir aynı yerde yatıyor.,hayvan
Hayvan barınağından koku geliyor.,hayvan
Hayvanların aşılama durumu kontrol edilmiyor.,hayvan
Küçük çocuklar hayvanlardan korkup ağlıyor.,hayvan
Parkta köpek pislikleri temizlenmiyor.,hayvan
Hayvanlar çöplerden beslenmeye çalışıyor.,hayvan
Yavru kediler kutunun içinde terk edilmiş.,hayvan
Hayvanlara mama bırakmak isteyenlere engel olunuyor.,hayvan
Mahallede köpek saldırısı yaşandı.,hayvan
"Belediye, hayvan ihbarlarına geç dönüş yapıyor.",hayvan
Komşular hayvan seslerinden rahatsız.,hayvan
Kuşlar sürekli balkonları kirletiyor.,hayvan
"Köpeğin tasması yok, tehlike arz ediyor.",hayvan
Apartman girişinde sürekli bir köpek yatıyor.,hayvan
Barınaktaki hayvanların durumu içler acısı.,hayvan
"Belediyeye defalarca bildirdik, ilgilenilmedi.",hayvan
"Sokakta gece devriye sayısı yetersiz, güvenlik zafiyeti var.","güvenlik"
"Mahallede hırsızlık olayları arttı, önlem alınmalı.","güvenlik"
"Parklarda aydınlatma eksikliği nedeniyle karanlık oluyor.","güvenlik"
"Site girişinde güvenlik görevlisi sayısı az, risk taşıyor.","güvenlik"
"Gece saatlerinde sokakta yürümek tehlikeli hale geldi.","güvenlik"
"Mahallede motosiklet hırsızlığı sık yaşanıyor.","güvenlik"
"Güvenlik kameraları yeterince çalışmıyor veya yok.","güvenlik"
"Toplu taşıma duraklarında beklerken kendimizi güvende hissetmiyoruz.","güvenlik"
"Siteye dışarıdan izinsiz girişler oluyor, önlem alınmalı.","güvenlik"
"Park ve bahçelerde alkol kullananlar rahatsızlık veriyor.","güvenlik"
"Mahallede çocuk parklarında şüpheli kişiler dolaşıyor.","güvenlik"
"Yaya geçitlerinde trafik denetimi yetersiz, kazalar oluyor.","güvenlik"
"Sokak köpekleri saldırgan, yayalar korkuyor.","güvenlik"
"Okul çevresinde güvenlik önlemleri artırılmalı.","güvenlik"
"Güvenlik ışıklandırmaları yetersiz, karanlık alanlar çok.","güvenlik"
"Site otoparkında hırsızlık vakaları yaşanıyor.","güvenlik"
"Yangın merdivenleri ve acil çıkışlar kilitli ve kullanılamıyor.","güvenlik"
"Evlerin kapı ve pencereleri için ekstra güvenlik önlemleri talep ediyoruz.","güvenlik"
"Mahallede geceleri yüksek sesle kavga ve tartışmalar oluyor.","güvenlik"
"Site içerisinde güvenlik kontrolleri düzensiz yapılmakta.","güvenlik"
"Kamusal alanlarda polis veya zabıta devriyeleri az.","güvenlik"
"Mahallede yabancı kişilerin dolaşması konusunda önlem alınmalı.","güvenlik"
"Parklarda gece ışıklandırması çok yetersiz, güvenlik riski oluşturuyor.","güvenlik"
"Siteye gelen ziyaretçilerin giriş-çıkış kontrolü yetersiz.","güvenlik"
"Mahallede hırsızlık şüphelisi kişiler görülüyor ama önlem yok.","güvenlik"
"Gece kulüpleri ve eğlence mekanları civarında güvenlik sorunları var.","güvenlik"
"Site kapısındaki güvenlik görevlileri yetersiz eğitim almış.","güvenlik"
"Gece yol güvenliği için cadde aydınlatmaları artırılmalı.","güvenlik"
"Çocuk parklarında kamera sistemi yok, güvenlik riski var.","güvenlik"
"Mahallede otopark hırsızlıkları artış gösterdi.","güvenlik"
"Site güvenliği dış kapılardan başlayarak zayıf durumda.","güvenlik"
"Mahallede uyuşturucu kullanımı ve satışı ile ilgili denetimler artırılmalı.","güvenlik"
"Site içinde acil durum ekipmanları yok.","güvenlik"
"Güvenlik kameraları kayıt sistemi eski ve çalışmıyor.","güvenlik"
"Okul servis duraklarında denetim eksikliği var.","güvenlik"
"Site içi aydınlatma bazı bölgelerde tamamen kapalı.","güvenlik"
"Yaya yollarında güvenlik bariyerleri yok, trafik kazaları yaşanıyor.","güvenlik"
"Site güvenlik kapıları sık sık arızalanıyor.","güvenlik"
"Mahallede araç hırsızlığı vakaları artmış.","güvenlik"
"Parkta gece dolaşan şüpheli kişiler nedeniyle tedirginlik var.","güvenlik"
"Site içinde yangın tatbikatı yapılmıyor.","güvenlik"
"Mahallede telefon dolandırıcılığı artışta, bilgilendirme yok.","güvenlik"
"Site giriş çıkışlarında güvenlik kontrolleri çok yetersiz.","güvenlik"
"Park ve bahçelerde alkol alan gruplar çevreyi rahatsız ediyor.","güvenlik"
"Mahallede çocuklar için güvenli oyun alanları az.","güvenlik"
"Sokak hayvanlarının saldırısı nedeniyle korku var.","güvenlik"
"Site içinde yangın söndürücü cihazların kontrolü yapılmıyor.","güvenlik"
"Mahallede gece devriye sayısı artırılmalı.","güvenlik"
"Site otoparkında kameralar çalışmıyor.","güvenlik"
"Mahallede yaşlı vatandaşların güvenliği için önlemler eksik.","güvenlik"
"Site içinde yabancı kişilere karşı yeterli kontrol yok.","güvenlik"
"Gece yürüyüşü yapanlar için cadde aydınlatması yetersiz.","güvenlik"
"Site kapılarında giriş kartı sistemi çalışmıyor.","güvenlik"
"Mahallede şüpheli araçlar uzun süre park ediyor.","güvenlik"
"Toplu taşıma duraklarında güvenlik görevlisi yok.","güvenlik"
"Site içinde acil çıkış kapıları kilitli, tehlike oluşturuyor.","güvenlik"
"Mahallede polis devriye sayısı azaldı.","güvenlik"
"Site içinde yangın alarm sistemleri çalışmıyor.","güvenlik"
"Gece parkta şüpheli gruplar toplanıyor, önlem alınmalı.","güvenlik"
"Siteye izinsiz giriş yapan kişiler oluyor.","güvenlik"
"Mahallede sokak aydınlatmaları tamir edilmiyor.","güvenlik"
"Site içi güvenlik kameraları kalitesiz ve yetersiz.","güvenlik"
"Parklarda bulunan spor alanları güvenlik açısından risk taşıyor.","güvenlik"
"Site güvenlik personelinin sayısı artırılmalı.","güvenlik"
"Mahallede hırsızlık olaylarında artış var, kamera sistemi kurulmalı.","güvenlik"
"Site içinde yangın tatbikatları düzenlenmiyor.","güvenlik"
"Mahallede uyuşturucu madde kullanımına karşı önlemler yetersiz.","güvenlik"
"Siteye gelen ziyaretçiler kayıt altına alınmıyor.","güvenlik"
"Mahallede gece devriye hizmeti yeterince yapılmıyor.","güvenlik"
"Site otopark alanları aydınlatma yetersizliği nedeniyle tehlike yaratıyor.","güvenlik"
"Mahallede okul çevresinde güvenlik eksikliği var.","güvenlik"
"Site güvenlik kameraları kayıt yapmıyor.","güvenlik"
"Mahallede çocukların güvenliği için yaya geçidi yok.","güvenlik"
"Site içerisinde yangın söndürücü eksikliği var.","güvenlik"
"Mahallede şüpheli kişiler hakkında yeterli denetim yapılmıyor.","güvenlik"
"Site güvenlik personelinin eğitim kalitesi artırılmalı.","güvenlik"
"Gece sokaklarda devriye atan polis görmek neredeyse imkansız.","güvenlik"
"Mahallemizdeki sokak lambalarının çoğu çalışmıyor, güvenliği etkiliyor.","güvenlik"
"Site güvenlik görevlileri vardiya saatlerine uymuyor.","güvenlik"
"Toplu konut çevresinde uyuşturucu madde satışı yapıldığına dair şüpheler var.","güvenlik"
"Park alanında geceleri uygunsuz davranışlar sergileyen kişiler oluyor.","güvenlik"
"Çocuklar tek başına okula giderken tedirgin oluyoruz.","güvenlik"
"Mahallemizde güvenli yürüyüş yolları bulunmuyor.","güvenlik"
"Siteye girişlerde kimlik kontrolü yapılmıyor.","güvenlik"
"Yangın çıkışı kapıları sürekli kilitli tutuluyor.","güvenlik"
"Gece geç saatte mahallede silah sesleri duyuluyor.","güvenlik"
"Evimize birkaç kez yabancı biri girmeye çalıştı, kamera kayıtları yok.","güvenlik"
"Acil durumlarda ulaşabileceğimiz bir güvenlik hattı yok.","güvenlik"
"Güvenlik görevlilerinin olaylara müdahale süresi çok yavaş.","güvenlik"
"Parkta madde kullanan kişilerin görüntülenmesi için kamera istiyoruz.","güvenlik"
"Mahallede gece saatlerinde araba farlarıyla çevreyi rahatsız eden kişiler var.","güvenlik"
"Evimizin önüne şüpheli kişiler gelip uzun süre bekliyor.","güvenlik"
"Site içinde motosikletlerle hız yapan gençler tehlike oluşturuyor.","güvenlik"
"Binada yangın sensörleri çalışmıyor, kontrol edilmiyor.","güvenlik"
"Çocuklarımızı parkta yalnız bırakmaya korkar olduk.","güvenlik"
"Gece yürüyüşü yapan kadınlar için güvenlik tedbirleri artırılmalı.","güvenlik"
"Mahallede karanlık sokaklar suç faaliyetlerine davetiye çıkarıyor.","güvenlik"
"Okul saatlerinde çevrede polis veya güvenlik görevlisi görünmüyor.","güvenlik"
"Alışveriş alanlarında bile güvenlik kameraları yok.","güvenlik"
"Güvenlik personeli sorun bildirdiğimizde ilgilenmiyor.","güvenlik"
"Mahallede gasp vakaları görülmesine rağmen caydırıcı önlem alınmıyor.","güvenlik"
"Parktaki banklarda alkol tüketen kişiler yüzünden çocuklarımızı götüremiyoruz.","güvenlik"
"Site içinde yangın hortumları çalışmıyor veya eksik.","güvenlik"
"Mahallede hız yapan araçlar yayalar için büyük tehdit.","güvenlik"
"Toplu taşıma beklerken yanımıza şüpheli kişiler yaklaşıyor, korkutucu.","güvenlik"
"Mahallede karanlık alanlar suçlular için gizlenme noktası olmuş durumda.","güvenlik"
